,Unnamed: 0,username,followers,created_at,tweet_text,tone
1332,1332,dan37528491,257,2020-03-24 12:15:55,"DEAR GOD,
Nothing is impossible for you, I know this and believe this.i need you to come and do the impossible in t…",2.0
1333,1333,SushilS21530930,36,2020-03-24 12:15:54,"sambitswaraj 202003241746
RahulGandhi please don't feel sad but be happy Government of India, with cooperation,…",1.0
1334,1334,Cruise_IJmuiden,2551,2020-03-24 12:15:54,"Due to the #coronavirus, all activities in #Cruise #Port #IJmuiden have been suspended. Until further notice no…",0.0
1335,1335,McNeillJared,444,2020-03-24 12:15:54,"An ironically perfect crap storm for a struggling industry.

#Coronavirus",2.0
1336,1336,ItsRightForYOU,412,2020-03-24 12:15:53,"NEW POST: 5 Golden Tips On Surviving A Recession.
2020 started in a bad way, and a worldwide recession is expected.…",0.0
1338,1338,AbdirisakGowfe,9566,2020-03-24 12:15:52,"BREAKING: 

186 new cases of #Coronavirus in Romania. Total reaches 762 confirmed cases.",0.0
1339,1339,AtfalUK,2315,2020-03-24 12:15:52,Over the past three fridays sermons Huzoor (aba) has guided us on the #Coronavirus  situation. It is essential that…,1.0
1340,1340,MyriamWardei,1029,2020-03-24 12:15:51,The occupation forces court decided to freeze the implementation of the arrest warrant on the file of…,2.0
1342,1342,SandySneddon,1331,2020-03-24 12:15:50,No surprise. Tokyo Olympics to be postponed to 2021 due to #coronavirus pandemic,0.0
1343,1343,Gettunoiu,908,2020-03-24 12:15:50,Fake news. It's not new. Just a virus you will most likely never encounter. There are many. Just like there are man…,2.0
1344,1344,MeeqatHashmi,650,2020-03-24 12:15:49,AIIMS resident doctors have alleged discrimination. RDA writes to HM that they have been forced to vacate rented ho…,0.0
1345,1345,Avinash80126951,71,2020-03-24 12:15:49,"#Hantavirus 
Stay in home #Hantavirus  bcs it spread due to rats 
&amp;Outside the home #coronavirus
    
Admi jaye to…",0.0
1346,1346,Bettszee,858,2020-03-24 12:15:48,So in Arizona a man died from taking a fish tank cleaner in an effort to kill the #Coronavirus. His wife is in the…,2.0
1347,1347,JThambyrajah,1296,2020-03-24 12:15:48,"This is my wonderful sister who I love dearly-As a GP,  I have been painfully aware of how serious #coronavirus is…",1.0
1349,1349,jeileebean,18,2020-03-24 12:15:47,"New video is up!  Here's my Quarantine Survival Kit! 

#COVID19 #CoronaVirus #nCoV…",1.0
1354,1354,Shivani_offl,5335,2020-03-24 12:15:45,"No Outsiders are allowed inside our flats from today .. Let's #stayhome &amp; fight against #coronavirus , if bored do…",2.0
1355,1355,RavenPack,1557,2020-03-24 12:15:45,"Amid the #COVIDー19 crisis, trading the spread between positive and negative #news sentiment #stocks still continues…",0.0
1356,1356,cristo_monte,641,2020-03-24 12:15:44,"tedlieu #LtGovDanPatrick maybe you don't want all of Texas' best doctors and nurses, and police to die, and then m…",2.0
1358,1358,theindiangypsea,5,2020-03-24 12:15:42,MaidenheadAds BootsUK I am very grateful for the services that so many other companies have provided the public a…,1.0
1359,1359,pablodesaavedra,175,2020-03-24 12:15:41,"Inovio Pharmaceuticals, Inc leads the race against #coronavirus and DOD knows that 
#COVIDー19 #Covid_19 #COVID2019…",0.0
1360,1360,arabnews,229273,2020-03-24 12:15:40,"The #UAE’s supermarkets will remain open, even as the country’s iconic malls shut down on Wednesday due to the…",0.0
1361,1361,gatewaypowered,979,2020-03-24 12:15:40,I just told my member of Congress how #coronavirus is affecting my travel business via TravelCoalition. You should…,0.0
1363,1363,SaveRedlandLibr,1699,2020-03-24 12:15:39,Let’s Get Quizzical are now hosting daily virtual quizzes at 7.30pm each evening using an online conferencing app.…,1.0
1364,1364,universitybiz,6436,2020-03-24 12:15:39,#Coronavirus sparks calls for “universal pass” grading in #highered: Universal pass solves #equity problems created…,0.0
1365,1365,RamagyaGroup,1496,2020-03-24 12:15:39,Thanks to the real heroes who are serving the nation without even thinking about their own life in this outbreak of…,1.0
1366,1366,RottiTrader,844,2020-03-24 12:15:38,"#Coronavirus Switzerland #COVIDー19 
Total Confirmed 9,117
Total Deaths 122
Total Recovered 131

3/24/2020, 12:41:34…",0.0
1368,1368,CornhillFX,791,2020-03-24 12:15:37," Breaking: Tokyo2020 #Olympics to be postponed to 2021 due to the #coronavirus #pandemic, reports guardian |…",0.0
1370,1370,chocolachocola1,1393,2020-03-24 12:15:35,"Make sure you put that sh*t on everything but from a distance. 
.
.
.
.
.
.
.
.
#socialdistancing #bekind #guelph…",1.0
1371,1371,myworcester,14752,2020-03-24 12:15:33,"It's important to remember - if you do need to go outside in #Worcester, stay 2 metres (that's 6 feet) away from al…",0.0
1372,1372,Current_Knewz,2481,2020-03-24 12:15:33,European Movie Theater Owners Call for Government Support During #Coronavirus Crisis,0.0
1373,1373,dhruvsensai,71,2020-03-24 12:15:33,palkisu When #coronavirus didn't work they release a new virus - #Hantavirus,2.0
1374,1374,mbmd17,267,2020-03-24 12:15:33,The virus needs to just run its course. Treat who we can. Don't cripple the country with the effort. Spend the $ on…,0.0
1375,1375,ManikantaAlapat,0,2020-03-24 12:15:33,"As the whole world is worried of #coronavirus again a new guest entered named #Hantavirus .
It's time for other countries to Eject China!!!!",1.0
1376,1376,DrDrCope,1192,2020-03-24 12:15:33,As environmental groups call for post-#coronavirus stimulus packages to design in sustainable economic practices ra…,0.0
1378,1378,vietnam_daily,173,2020-03-24 12:15:30,"The infamous Bui Vien street was fabulous and beautiful, full of activities in# Saigon 1965 but #coronavirus made t…",1.0
1379,1379,Troody,202,2020-03-24 12:15:30,Flash #PMI signals record slump in #business activity amid emergency public health measures to halt spread of…,0.0
1381,1381,MfrgTodayIndia,158,2020-03-24 12:15:29,"Diageo India to manufacture hand sanitisers 
Read More:  
#Manufacturing #Manufacturingnews…",1.0
1382,1382,just_security,84391,2020-03-24 12:15:29,"Key stories from today's Early Edition #coronavirus
#CoronavirusPandemic #WHO #US #uscoronavirus…",1.0
1383,1383,PATRIOTREBEL9,39489,2020-03-24 12:15:29,"""Coronavirus: Deaths in Spain rise sharply to over 2,500"" #Coronavirus",2.0
1384,1384,IOL,384273,2020-03-24 12:15:28,"Despite being told by President Cyril Ramaphosa to stay home to not do any panic buying, Capetonians have disregard…",2.0
1386,1386,NHSLincsWest,2931,2020-03-24 12:15:28,"Our March Governing Body meeting, which had been due to be held virtually (not in person) this week, has been cance…",0.0
1387,1387,mah0n3y,5532,2020-03-24 12:15:28,"10DowningStreet 2 of 2
Without me being on that list, I won't qualify for any of the help announced by…",0.0
1388,1388,NoregretsLiz,243,2020-03-24 12:15:28,Im not crying you’re crying! Thank you to the National Health Service Staff. #NHS #Coronavirus #illbethere #love…,1.0
1389,1389,jacquescupido12,2143,2020-03-24 12:15:27,"From town now to and it’s the usual suspects that cause panic. Please my white compatriots, consider others. We nee…",2.0
1390,1390,BGHeaven,7640,2020-03-24 12:15:27,"#Coronavirus: Deaths in Spain rise sharply to over 2,500 #Coronavirus",2.0
1391,1391,TelegraphTech,82830,2020-03-24 12:15:26," The show must go on 

OliviaRudgard recounts her evening acting in a video-chat musical",1.0
1392,1392,MOOCsNews,5467,2020-03-24 12:15:25,"#COVID2019 #MOOC ""Direct payments to individuals of $1,500 &amp; up to $7,500 for a family of 5. No cost-sharing for…",0.0
1393,1393,PresshubU,1631,2020-03-24 12:15:25,[newsweek] Colorado Kindergarten Teacher Drops Off Care Packages for All Her Students After Her School Was Closed D…,2.0
1396,1396,ImpetusPEF,6076,2020-03-24 12:15:24,"""Regardless of how the pandemic plays out, there are three key areas we should build on for young people and employ…",0.0
1399,1399,etribune,972034,2020-03-24 12:15:22,"Regarding question about Centre, provinces not being on the same page regarding 'lockdown', PM says govt in close c…",2.0
1400,1400,Xy5Z89,660,2020-03-24 12:15:21,"#Albania #Tirana #Coronavirus

Albania reportd a new death making it a total of 5 deaths. Meanwhile there are 19 ne…",2.0
1401,1401,AspenANDE,20452,2020-03-24 12:15:20,"In these difficult times, ANDE seeks to amplify our members' voices in sharing how they are responding to the…",2.0
1403,1403,JRWalker_,19,2020-03-24 12:15:20,#Health: #Coronavirus information: What should I do?,0.0
1404,1404,gentlescorp,188,2020-03-24 12:15:19,DavidLeeRoth HOBLasVegas Your thoughts on texting being avoidance certainly have a newfound important meaning dur…,1.0
1405,1405,EMWlaw,1561,2020-03-24 12:15:19,Does your business have a #contingency plan in place? Read our top tips for guiding your business through these tim…,1.0
1406,1406,Zalaznick,8574,2020-03-24 12:15:19,#Coronavirus sparks calls for “universal pass” grading in #highered: Universal pass solves #equity problems created…,0.0
1408,1408,News12NJ,479285,2020-03-24 12:15:18,WARNING: The penalties range from citations -- to second degree charges. Thoughts? #coronavirus #njmornings,2.0
1409,1409,HorstInsurance,271,2020-03-24 12:15:18,Reading headlines on the novel #Coronavirus (COVID-19) can feel overwhelming. It can be difficult to sift through t…,2.0
1410,1410,siaedge,273,2020-03-24 12:15:18,#digitalpayments aren’t the only digital tools the Kenyan government is deploying to combat the changing times due…,0.0
1411,1411,FABFultonBK,2567,2020-03-24 12:15:18,"If you're worried about your grandparents, here are a few things that can help:  via voxdotcom #coronavirus",1.0
1412,1412,ADFmagazine,385,2020-03-24 12:15:17,#SierraLeone deadline to suspend airline operations due to #coronavirus crisis causes scramble at national airport…,2.0
1413,1413,OITatND,1742,2020-03-24 12:15:17,"COVID-19 is bringing out the scammers! If you get an email offering a vaccine or other cure for #coronavirus, don’t…",0.0
1414,1414,ozclubbers,32,2020-03-24 12:15:17,"Life Backstage #With San #Holo 
#A #back #behind #bitbird #Chill #coronavirus #couple #COVID19 #down #EDM…",1.0
1415,1415,csspsinag,555,2020-03-24 12:15:16,"#COVID19: Stay Angry

Perhaps fear has settled in by now, with the rise in cases and tightening of quarantine measu…",2.0
1416,1416,rajjatkarekar,160,2020-03-24 12:15:16,"If you are a Goan I think the below two things are enough for your survival in this crises. 
1. Rice
2. Coconut

#Goa #coronavirus",0.0
1417,1417,uclmedsci,2829,2020-03-24 12:15:16,"Give now to UCLs response fund to help UCL find solutions to the challenges that #Coronavirus (COVID-19) brings, a…",0.0
1418,1418,MichaelGillett,7456,2020-03-24 12:15:16,There's some great analysis of the #coronavirus here and how it's spreading within countries and cities and how it…,1.0
1419,1419,AbdirisakGowfe,9566,2020-03-24 12:15:16,"BIG BREAKING: 

6,600 new cases of #Coronavirus and 514 new deaths in Spain 

Total reaches 39,673 confirmed cases…",2.0
1421,1421,WhitleyStimpson,1696,2020-03-24 12:15:14,"As of 5pm on Monday 23 March our offices were closed until further notice in response to the #COVID19 outbreak. 

O…",0.0
1422,1422,BBBBillFarlie,2866,2020-03-24 12:15:14,"Less planes flying, less cars driving. The silence is deafening. #coronavirus #Coronavirus2020",2.0
1423,1423,IsobelTidbury,19,2020-03-24 12:15:13,Day 1 of lockdown and I have finally finessed double sided printing on a standard home printer - it only took me 40…,1.0
1424,1424,Ex_Medic,438,2020-03-24 12:15:13,#Coronavirus: Sadiq Khan warns 'stop Tube travel or more will die',2.0
1425,1425,Joseph_Santoro,19451,2020-03-24 12:15:13,TRUMP WANTS TO KILL US ALL: Dr. Anthony Fauci suggests growing #Coronavirus rift with the genocidally Evil Ego-Mons…,2.0
1426,1426,21cpw,1109,2020-03-24 12:15:13,House panel warns #coronavirus could destroy Postal Service by June #USPS #APWU #postalreform #COVID19,0.0
1427,1427,EngineerLarki,4400,2020-03-24 12:15:12,The Saudi Arabia ministry has 'hinted' that Hajj of 2020 might be cancelled due to #CoronavirusPandemic across the…,0.0
1428,1428,Miguelt90962965,0,2020-03-24 12:15:12,"USNS Mercy is underway.

Check out this infographic to learn about the capabilities of #USNavy Hospital Ships,…",0.0
1429,1429,lambeth_council,28897,2020-03-24 12:15:12,"The single most important action we can all take, in fighting #coronavirus, is to stay at home in order to protect…",0.0
1430,1430,TonyBerlinMedia,1538,2020-03-24 12:15:12,How to protect your #credit amid #coronavirus pandemic matthewschulz LendingTree talks to NBCNewsNow,0.0
1432,1432,MiddleEastMnt,107903,2020-03-24 12:15:11,Egypt: Death of third army brigade officer by #coronavirus infection,2.0
1433,1433,guza_mamman,21,2020-03-24 12:15:10,"renoomokri MBuhari If the borders hadn't been closed &amp; Nigeria still depends on imported rice, your tweet today w…",1.0
1434,1434,pinkvilla,902606,2020-03-24 12:15:10,"After #Coronavirus, #Hantavirus is the new health scare in #China and here’s how Twitterati are reacting to it",2.0
1435,1435,MyLocumGroup,554,2020-03-24 12:15:10,"If you are at home reading this post, then take a bow for your contribution to the safety of the whole world! 
Read…",1.0
1436,1436,DrBobBullard,19682,2020-03-24 12:15:10,How To File For Unemployment If You've Been Affected By #Coronavirus Layoffs | HuffPost Life,2.0
1437,1437,lamarshall,5224,2020-03-24 12:15:10,"Not testing for #coronavirus means not stopping its spread.

We’re not #TestingForCovid19 anywhere near as many peo…",0.0
1439,1439,AnnamarieSpires,416,2020-03-24 12:15:10,"Um, life isn’t moving very fast at the moment... calm might want to update this, but it made me laugh out loud! …",1.0
1440,1440,ibcityannouncer,8547,2020-03-24 12:15:08,"This video of KunlearaP promoting #SocialDistancing to curtail the #CoronavirusPandemic is highly commendable, goo…",0.0
1441,1441,MAHESHTELECOM,6425,2020-03-24 12:15:08,Hot off the press! 'The Mahesh Telecom Times' is out!  Thanks to TOIIndiaNews…,1.0
1442,1442,yourfamilylife,181,2020-03-24 12:15:07, We have a Covenant - a Binding Agreement - with God Himself!  If you are feeling uncertain about your finances o…,0.0
1445,1445,sithabileNG,3048,2020-03-24 12:15:07,kanti what it wrong with ama china bakwethu. what will happen if just like #coronavirus this #Hantavirus mutates fr…,2.0
1446,1446,Calcbench,1553,2020-03-24 12:15:07,#Coronavirus has us thinking about which firms are the most vulnerable in an economic crisis. On the blog we look a…,2.0
1448,1448,kgopinion,9519,2020-03-24 12:15:07,In Michigan we are on mandatory lockdown except for the exception of almost everything and the announcements by pol…,0.0
1449,1449,Heilind,4382,2020-03-24 12:15:06,"With concerns surrounding the #Coronavirus, Heilind is taking significant steps to ensure the safety of our employe…",0.0
1450,1450,SuperNetworkNE,5306,2020-03-24 12:15:06,The GrowthHubNE are looking to capture information on how #COVID19 may be impacting your business so that they can…,0.0
1451,1451,15below_travel,949,2020-03-24 12:15:06,"Our #coronavirus information hub includes all the latest news affecting the #aviation industry, including opinions…",0.0
1452,1452,LHorton01191141,1,2020-03-24 12:15:06,Safety first in uncertain times but quite a haunting signature....#coronavirus #COVIDー19 Hermesparcels,0.0
1453,1453,WhizBangTrain,456,2020-03-24 12:15:06,#Coronavirus and Independent Retailers page has been updated with the latest podcast.  New #Retailers Community for…,1.0
1454,1454,HusnaPervez,6678,2020-03-24 12:15:06,"""The virus can't infect those it never meets. Stay inside.""
#StayHome #SocialDistancing #COVID #coronavirus",1.0
1455,1455,tweetcldf,2483,2020-03-24 12:15:06,We recently updated our website to make it easier for you to track the latest CLDF statements regarding the…,0.0
1456,1456,leezeltanglao,6964,2020-03-24 12:15:06,The #coronavirus news isn’t the only thing that makes anxiety-induced cleaning such a soothing ritual.,2.0
1458,1458,ICFI_WSWS,3994,2020-03-24 12:15:05,"Message from big business on #coronavirus pandemic: Save profits, not lives. 
 
Lie 1: It is impossible to contain…",1.0
1459,1459,concernedinfla2,57,2020-03-24 12:15:05,"ScottGottliebMD I'm not afraid of my family or me getting the #coronavirus, or of me dying.

I'm afraid we get it…",2.0
1460,1460,JohnsHopkinsSPH,463892,2020-03-24 12:15:05,When can we expect international travel to return to normal How long will vaccine development take? How do you talk…,0.0
1461,1461,Gidi_Traffic,1711737,2020-03-24 12:15:04,"""gidifeedtv: 51 Year-old Man With #Coronavirus Has Released This Video In The Hope That People Will Listen And Sta…",0.0
1462,1462,Kaaradotio,127,2020-03-24 12:15:04,"Let's do the needful and be safe at all times.
.
We can only survive this by sticking to the rules.
.
#Kaaradotio…",0.0
1463,1463,RobertsonBell,515,2020-03-24 12:15:04,"This is an interesting article from HarvardBiz noting that despite the uncertainty we are all experiencing, bad ti…",2.0
1464,1464,Chris_1791,77253,2020-03-24 12:15:04,US single-day coronavirus death toll surpasses 100 for first time since outbreak began,2.0
1466,1466,Survipod,396,2020-03-24 12:15:03,"Stay Safe Everyone

#surveyors #civilengineer #surveying #everyone #coronavirus #humanity #Staysafeeveryone",1.0
1467,1467,OlowoyeyeO,334,2020-03-24 12:15:03,"Believing for some good news very soon.

Meanwhile, continue to stay safe.

#coronavirus #betaplus #lib #libbrokers…",1.0
1468,1468,techjunkiejh,29026,2020-03-24 12:15:03,"Amazon removes more than 3,900 seller accounts from US store due to 'coronavirus-based price gouging'…",0.0
1469,1469,d__taju,120,2020-03-24 12:15:03,"China producing Viruses just like versions of their Mi brand ... 
  #Hantavirus 
 #coronavirus",0.0
1470,1470,ABC7NY,681875,2020-03-24 12:15:03,Thank you health care workers for your hours of endless work! Give a shout out to a health care worker below! …,1.0
1471,1471,razelle_,294,2020-03-24 12:15:03,So are we gonna get wiped by the #HantaVirus or #CoronaVirus first?,0.0
1472,1472,ThenameisLoreta,1,2020-03-24 12:15:03,"Zimbabwe must lock down. Due to the lack of testing capability, there is probably a thousand asymptomatic people ri…",0.0
1474,1474,Icmora,342,2020-03-24 12:15:02,"Running a small business during this time, it’s more challenging than ever. Here are the resources currently availa…",1.0
1476,1476,Trade24F,385,2020-03-24 12:15:02,"News background &amp; trading ideas for 24/03/2020

Fed is breaking bad, analysts spread panic

#FundamentalAnalysis…",2.0
1477,1477,coinbureau,6848,2020-03-24 12:15:02,"Another positive test. Another well known figure. When will it end 🤦 

#bitcoin $BTC #crypto #coronavirus…",1.0
1478,1478,Ernie_R_Perez,245,2020-03-24 12:15:02,Read our AlvarezMarsal #Taxand team’s #taxinsights regarding the Families First #Coronavirus Response Act and what…,1.0
1479,1479,WoodlandsEA,1714,2020-03-24 12:15:02,IMPORTANT NOTICE #coronavirus #estateagents #Redhill #Horsham,1.0
1480,1480,McKonGov,5741,2020-03-24 12:15:01,"To solve the conundrum of how to save lives without destroying our livelihoods, we must find ways to make lockdowns…",1.0
1482,1482,ZeekinSoftware,11,2020-03-24 12:15:01,"How corona virus might impact the global real estate? 

#Realestate #RealEstateBusiness…",0.0
1484,1484,Sys3DPrinting,1112,2020-03-24 12:15:00,Stratasys ramps up production of 3D-printed personal protection equipment for COVID-19:,0.0
1486,1486,KVOEAM1400,3924,2020-03-24 12:15:00,CORONAVIRUS: New quarantine mandates detailed  #KVOENews #coronavirus,1.0
1487,1487,thegoodwebguide,14087,2020-03-24 12:15:00,"As even more people are working from home today, we round up nine online resources to help boost your productivity…",1.0
1488,1488,NiagarathisWeek,12782,2020-03-24 12:15:00,"Together but at a distance Niagara will beat coronavirus
#coronavirus #COVIDー19",1.0
1489,1489,991PLRFM,8174,2020-03-24 12:15:00,".ChazandAJ talk with State Rep. Jane Garibay, who was tested positive for #Coronavirus and is now recovering. 

We…",1.0
1491,1491,JB_Shreve,1642,2020-03-24 12:15:00,"The top five nations confirmed cases: 

1.China 81,171
2.Italy 63,927
3.USA 46,168
4.Spain 35,480
5. Germany 30,138…",0.0
1492,1492,EntrepreneursGB,13987,2020-03-24 12:15:00,We know the #Coronavirus outbreak is a challenging time  for #SmallBusinesses and #entrepreneurs across the UK 🧑‍…,1.0
1494,1494,dudleymbc,17071,2020-03-24 12:15:00,STOP all gatherings of more than two people in public – excluding people you live with. It’s vital we #StayAtHome a…,0.0
1495,1495,indiatimes,56451,2020-03-24 12:15:00,"Everything you need to know about #Hantavirus,
#coronaVirus",0.0
1496,1496,welovebudapest,15195,2020-03-24 12:15:00,"Beautiful video shows empty Budapest in the snow...

#budapest #snow #empty #coronavirus #covid19 #europe #hungary…",2.0
1497,1497,IPBES,48775,2020-03-24 12:15:00,'Speculating which creature originally had the #coronavirus obscures a more fundamental source of our vulnerability…,0.0
1498,1498,ETPanache,32125,2020-03-24 12:15:00,The 82-year-old was awarded the Peace Prize in 2008 for his career over three decades mediating peace deals to conf…,1.0
1501,1501,AFP,1818039,2020-03-24 12:15:00,"Britain's leaders have urged people to respect an unprecedented countrywide lockdown, saying that following advice…",0.0
1502,1502,SubratT02917863,20,2020-03-24 12:15:00,"Need of the hour is to check spread of #Coronavirus Matter of concern is that, many private companies in Sambalpur…",0.0
1505,1505,SanctionsAml,87,2020-03-24 12:14:57,"As of March 23 2020, #Iran Opposition Mojahedineng reports 10,500+ deaths from #Coronavirus #COVID19 in Iran versu…",2.0
1506,1506,ExomiLLC,146,2020-03-24 12:14:57,"People need easy, safe and immediate access services from their mobile devices - more than ever! That is why #RCS i…",0.0
1508,1508,Massage4Dmentia,645,2020-03-24 12:14:55,Admiral Nurse Service can support &amp; advise families who care for someone who has a confirmed diagnosis of dementia.…,0.0
1509,1509,dw_sports,60459,2020-03-24 12:14:55,BREAKING: #Tokyo2020 has been postponed for one year due to the #coronavirus pandemic.,2.0
1510,1510,larkinDPC,385,2020-03-24 12:14:54,"During this COVID-19 crisis, we have made special accommodations 
for new patients who wish to join our Direct Prim…",0.0
1512,1512,Lockhart_Br,52,2020-03-24 12:14:54,#UK #economy brought to temporary standstill due to #coronavirus.,0.0
1513,1513,footballpunner,1,2020-03-24 12:14:54,"Liverpool really distanced themselves by 25 points and were still affected by Corona lmao.

#liverpoolfc #liverpool…",2.0
1514,1514,MayWongCNA,33123,2020-03-24 12:14:54,The 36-year-old male patient apparently said his #COVID19 #coronavirus symptoms are mild &amp; he's recovering well. Bu…,2.0
1516,1516,JSavoly,14499,2020-03-24 12:14:53,‘Me me me me’: #Trump’s latest self-pitying #Coronavirus Twitter meltdown buried in scorn.…,2.0
1517,1517,MrBizTweets,3821,2020-03-24 12:14:52,"What #businessquestions can I help you with?

I will go Live with answers &amp; shoutouts for submitted questions.

Twe…",0.0
1519,1519,Faytuks,1639,2020-03-24 12:14:51,"BREAKING: Tromsø, Norway has confirmed its first #coronavirus death. The deceased was a 72-year-old with underlyin…",2.0
1521,1521,Chiefsatwar,3322,2020-03-24 12:14:51,"IF YOU SAY #CORONAVIRUS IS NO WORSE THAN THE FLU...

IT IS LIKE SAYING IN 1986:  KOBE BRYANT IS NO BETTER AT BASKET…",0.0
1523,1523,iAlen,6790,2020-03-24 12:14:50,JUST IN: #Tokyo #Olympics to be postponed to 2021 due to #coronavirus pandemic,0.0
1524,1524,ia4phs,3072,2020-03-24 12:14:49,IAPHS member smonnat has a new brief describing why #coronavirus may hit #rural areas harder. #COVID19 #COVIDー19…,0.0
1527,1527,vinnybelfast,12074,2020-03-24 12:14:46,"Workers raise concerns about social distancing at companies across NI

DrChrisSmith consultant virologist at Cambr…",0.0
1528,1528,thebmoji,3,2020-03-24 12:14:45,"Nowadays while greeting people, use your words instead of shaking hands. #Coronavirus #Covid19",0.0
1530,1530,UnquoteNews,5939,2020-03-24 12:14:45,As the British Holiday and Home Parks Association advises its members to close their parks to all holiday visitors…,1.0
1532,1532,melissahoyer,64939,2020-03-24 12:14:43,"No doubt there’ll be some bootlegging of nail, hair, face &amp; tanning services . . . . 
There will still be a demand…",1.0
1533,1533,TlotloManamel,97,2020-03-24 12:14:43,Please can you propose  door to door screening of the  #COVID19  #Coronavirus maybe that can help as an interventio…,0.0
1534,1534,pbee987,16,2020-03-24 12:14:43,SpeakerPelosi #Trump #coronavirus UNFORGIVABLE!!!!! AMERICA NEEDS to see/watch THE TRUTH and REAL reason the packa…,1.0
1535,1535,VictorOkwudiri,101,2020-03-24 12:14:42,"And it can take care of #coronavirus (#covid19 ).

#Insights4Living 

#ImpactGlobal 

#Completion2020 #SuccessMarch…",0.0
1536,1536,ghulam_askari,25,2020-03-24 12:14:42,China is releasing virus like music albums #Hantavirus #coronavirus,1.0
1537,1537,Crypto4Lif,916,2020-03-24 12:14:42,In Italy Westerners finally woke up &amp; now everyone wears a fucking mask. But too late already health system complet…,1.0
1538,1538,CORCAS_AUTONOMY,5557,2020-03-24 12:14:41,#COVIDー19 cases/dead ppl are getting worse in #polisario gulags #SouthAlgeria. #UN &amp; #UNHCR shld work hard to dis…,2.0
1539,1539,conejoexpress,0,2020-03-24 12:14:41,FoxNews just keep flaming the fires and trying to distract us from how you led us to believe this wasn’t real #coronavirus,0.0
1540,1540,ObieDiversity,73,2020-03-24 12:14:41,Feeling anxious about #coronavirus? You’re not alone. This toolkit from ShineText &amp; MentalHealthAm can help:…,2.0
1541,1541,GORE_TECH,842,2020-03-24 12:14:40,"Cracking on despite the climate. 
#cbrpnk #cyberpunk #bassmusic #drumandbass #industrial #dub #breakcore #mashcore…",0.0
1543,1543,tribaljournlist,1203,2020-03-24 12:14:39,"My father is living in Gomal, area adjacent to South Waziristan. During conversation abt #Coronavirus, He said the…",2.0
1545,1545,rarrigz,571,2020-03-24 12:14:39,"#COVID19Scare: panicky city dwellers report two #coronavirus cases in Kampala.

And it turns out…a city drunk passe…",2.0
1547,1547,dalizzoo,522,2020-03-24 12:14:38,Tokyo #Olympics to be postponed to 2021 due to #coronavirus pandemic,0.0
1548,1548,LMTaylor42,1418,2020-03-24 12:14:38,Twitter garden advice please! I'm a veg-growing virgin. Have been given a selection of veg seeds to plant in crates…,1.0
1549,1549,RealBiyafrank,181,2020-03-24 12:14:38,"EmmanuelMacron What about this Cameroon virus killing babies? Are there no treatment yet?
The genome for the…",0.0
1550,1550,UtkarshPatil96,17,2020-03-24 12:14:38,#coronavirus after knowing #Hantavirus is arrived,0.0
1555,1555,IndoPac_Info,25511,2020-03-24 12:14:37,"#Chinese vendors are selling fake #coronavirus-free certificates to help people board international flights. 

10 R…",2.0
1557,1557,TeesValleyBuses,5,2020-03-24 12:14:36,"Services at reduced times for:
 • Key Workers and workers who cannot work from home
 • People who need to use buses…",2.0
1559,1559,cjs76,2192,2020-03-24 12:14:35,Tokyo #Olympics to be postponed to 2021 due to #coronavirus pandemic.,0.0
1560,1560,ClydeCoNews,7474,2020-03-24 12:14:35,"In England, the Lord Chief Justice has suspended jury trials, and physical hearings in the civil and family courts…",2.0
1561,1561,ImonserratG,960,2020-03-24 12:14:34,"""Coronavirus: Deaths in Spain rise sharply to over 2,500"" #Coronavirus",2.0
1562,1562,MugarianJohn,706,2020-03-24 12:14:34,"NBCNews #NBC, please stop your fear mongering #bullshit.  #FakeNewsMedia #StayAtHomeOrder #Coronavirus",2.0
1564,1564,NoelDavila,3902,2020-03-24 12:14:33,Tokyo #Olympics to be postponed to 2021 due to #coronavirus pandemic,0.0
1565,1565,StephenNolan,229018,2020-03-24 12:14:33,"Workers raise concerns about social distancing at companies across NI

DrChrisSmith consultant virologist at Cambr…",0.0
1568,1568,BreakingNAgency,1230,2020-03-24 12:14:32,#BREAKING: Japan Prime Minister Shinzo Abe will propose a 1-year postponement of the Olympics. #Coronavirus,2.0
1569,1569,AnkitInExile,24,2020-03-24 12:14:32,"#RestaurantInChina
Waiter-What would you like to have?
1st Customer- One Bat🦇 Soup.
2nd Customer- One RatSoup.
(An…",0.0
1572,1572,cleanairfrank,1788,2020-03-24 12:14:32,Study: Taking Cars Off The Road May Slow #Coronavirus Spread:,2.0
1573,1573,KulinjiMalawi,650,2020-03-24 12:14:31,#COVID_19: Govt says opposition not qualified to disseminate #Coronavirus messages; UTM party says govt politicisin…,2.0
1574,1574,adamdunlap,388,2020-03-24 12:14:30,"If you made every sick 85 year old wear a blue t-shirt, then in a matter of weeks you could make a very strong case…",0.0
1575,1575,ken03ikx,124,2020-03-24 12:14:29,"#Olympics  #coronavirus #Tokyo
【Developing】
・Tokyo 2020 games organizer proposed to postpone Olympic/Paralympic unt…",0.0
1576,1576,RussellCooke,2515,2020-03-24 12:14:29,How can I deal with a request for a rent holiday? Senior associate edcracknell writes a briefing dealing with some…,0.0
1577,1577,llElmsyll,1,2020-03-24 12:14:28,"everyone stfu all of u get coronavirus sick and tired of seeing this everywhere, your all buckets of arse…",2.0
