,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,Stance - Scrapping of Article 370,tone
87,42939,1158613628532248576,1158577136401301504,1565069989000,2019-08-05,22:39:49,PDT,1162245170.0,dushyant_jadav,Dushyant Jadav,,Classic example of how to pass comments from a bird's eye view !! Very easy to give judgement with half or little knowledge of ground situation sitting on sidelines far somewhere !! Article370 Article370revoked Kashmir,['michaelkugelman'],[],[],0,0,0,"['#article370', '#article370revoked', '#kashmir']",[],https://twitter.com/Dushyant_Jadav/status/1158613628532248576,False,,0,,"{'tones': [{'score': 0.76423, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
88,8253,1161277667376631808,1161277667376631808,1565705146000,2019-08-13,7:05:46,PDT,187422294.0,ve23vjay,THY,,Yes..Put Nayak too absent to teach them..Odisha too .. another Territory of Union with Namesake Assembly without Article370.....TamilNadu https://twitter.com/Tamil1947/status/1161256821853569025 …,[],['https://twitter.com/Tamil1947/status/1161256821853569025'],[],0,0,1,"['#article370', '#tamilnadu']",[],https://twitter.com/VE23VJAY/status/1161277667376631808,False,https://twitter.com/Tamil1947/status/1161256821853569025,0,,{'tones': []}
89,1274,1163212607882485765,1163212594045444096,1566166471000,2019-08-18,15:14:31,PDT,141935094.0,irfan_architect,Irfan Tailor,,"few 100 militants whom you were fighting, it is about a population of 7 million people who feel betrayed and are infuriated. You lied to your people that it is article370 that hindered the development in kashmir eventhough it is better developed than many other states in India.",[],[],[],1,0,0,['#article370'],[],https://twitter.com/Irfan_Architect/status/1163212607882485765,False,,0,,"{'tones': [{'score': 0.641348, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.647781, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
90,43645,1158601155854794753,1158601155854794753,1565067015000,2019-08-05,21:50:15,PDT,312517209.0,ketkiangre,Ketki Angre,,Article370 and the sleight of hand that was used to amend it gautambhatia88 explains. https://mumbaimirror.indiatimes.com/news/india/the-sleight-of-hand-that-was-used-to-amend-article-370/articleshow/70543785.cms …,['gautambhatia88'],['https://mumbaimirror.indiatimes.com/news/india/the-sleight-of-hand-that-was-used-to-amend-article-370/articleshow/70543785.cms'],[],1,1,0,['#article370'],[],https://twitter.com/ketkiangre/status/1158601155854794753,False,,0,,{'tones': []}
91,13999,1160182337252052992,1160182337252052992,1565443999000,2019-08-10,6:33:19,PDT,762618788.0,adv_asadali,Advocate Asad Ali Rajput,,"in Kashmir isn't normal. See exclusive BBC footage of Srinagar. Thousands protesters come out against amendment in Article370, Kashmiris are chanting against constitution of India. Now Indian Army can't stop this tsunami. KashmirWantsFreedom pic.twitter.com/gb35pYHjLH",[],[],[],0,0,2,"['#srinagar', '#article370', '#kashmirwantsfreedom']",[],https://twitter.com/Adv_AsadAli/status/1160182337252052992,False,,1,,"{'tones': [{'score': 0.736855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
92,43310,1158607871904321536,1158386220994400257,1565068617000,2019-08-05,22:16:57,PDT,204713701.0,prabhatdubey1,Prabhat Dubey,,"Infinite thanks and you being the great, performing, committed, leader have bought the positive historic change in India. Entire countrymen are thankful to you. Article370 35A OneNation",['amitshah'],[],[],0,0,0,"['#article370', '#35a', '#onenation']",[],https://twitter.com/PrabhatDubey1/status/1158607871904321536,False,,0,,"{'tones': [{'score': 0.933953, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.964484, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
93,8408,1161259924032110592,1161170222306381824,1565700915000,2019-08-13,5:55:15,PDT,9.94106886378197e+17,rajendr43212394,Rajendra Arora,,"Pakistan has,post Article370 ,downgraded diplomatic relations with India and asked Indian High commissioner to leave Islamabad. narendramodi should know that people like abasitpak1 are actually Mole in the guise of diplomats. relationship with Pakistan can never be trustworthy","['shefvaidya', 'deshobhaa', 'narendramodi', 'abasitpak1']",[],[],0,0,0,['#article370'],[],https://twitter.com/Rajendr43212394/status/1161259924032110592,False,,0,,"{'tones': [{'score': 0.825978, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.83356, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
94,32225,1158772656201748483,1158772656201748483,1565107904000,2019-08-06,9:11:44,PDT,137262654.0,varshneytweets,Aman,,"AmitShah narendramodi rajnathsingh PMOIndia HMOIndia DefenceMinIndia  Dear Sirs, Snc v hv movd a step towrds brngng evry1 closr & 2gthr, I request you 2 kindly see if u can provide all necessary food items, medicines etc to people affctd for nxt few days Article370 India","['amitshah', 'narendramodi', 'rajnathsingh', 'pmoindia', 'hmoindia', 'defenceminindia']",[],[],0,0,0,"['#article370', '#india']",[],https://twitter.com/VarshneyTweets/status/1158772656201748483,False,,0,,"{'tones': [{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
95,33620,1158748620910284801,1158748620910284801,1565102174000,2019-08-06,7:36:14,PDT,9.39076969269936e+17,tanucanary,CuriousCase,,"Only one question to whosoever is opposing Article370Scrapped, is this lady or anybody else from KashmiriPandit who supports Govt. move of scrapping Article370 are lesser kashmiris? https://twitter.com/AnupamPKher/status/1158727955176153088 …",[],['https://twitter.com/AnupamPKher/status/1158727955176153088'],[],0,0,1,"['#article370scrapped', '#kashmiripandit', '#article370', '#kashmiris']",[],https://twitter.com/tanucanary/status/1158748620910284801,False,https://twitter.com/AnupamPKher/status/1158727955176153088,0,,"{'tones': [{'score': 0.500709, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.942817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.959646, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
96,1164,1163303936767381504,1163303936767381504,1566188246000,2019-08-18,21:17:26,PDT,754599145.0,virathind,Virat 🚩,,Why are these  issues are sensitive to certain section  UAPA Article370 35a PopulationControlLaw  Why  ShaniSingnapur sabarimala is not sensitive?  MondayMorning,[],[],[],1,0,0,"['#uapa', '#article370', '#35a', '#populationcontrollaw', '#shanisingnapur', '#sabarimala', '#mondaymorning']",[],https://twitter.com/ViratHind/status/1163303936767381504,False,,0,,"{'tones': [{'score': 0.932568, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
97,7279,1161552037949186049,1161552037949186049,1565770561000,2019-08-14,1:16:01,PDT,17775942.0,singhpramod2784,Pramod Kumar Singh,,115 prominent citizens of J&K & GKPD reject the petition condemning the abrogation of Article370 HMOIndia https://www.i4kashmir.org/115-prominent-citizens-of-jk-gkpd-reject-the-petition-condemning-the-abrogation-of-article-370/ …,['hmoindia'],['https://www.i4kashmir.org/115-prominent-citizens-of-jk-gkpd-reject-the-petition-condemning-the-abrogation-of-article-370/'],[],0,0,0,['#article370'],[],https://twitter.com/SinghPramod2784/status/1161552037949186049,False,,0,,{'tones': []}
98,43639,1158601351300968448,1158601351300968448,1565067062000,2019-08-05,21:51:02,PDT,1523867352.0,retheeshraj10,St. Sinner,,Ambani right now. Article370  pic.twitter.com/1K8Wsd6FKb,[],[],[],4,5,29,['#article370'],[],https://twitter.com/retheeshraj10/status/1158601351300968448,False,,1,,{'tones': []}
99,375,1163548612225191936,1163548612225191936,1566246581000,2019-08-19,13:29:41,PDT,7.589343235547585e+17,kesar_akankasha,Akankasha Kesar,,"If anyone thinks PoJK rumours everywhere are unfounded, remember the overworked rumour mills before Article370 was scrapped!   These rumours and news forums are for a reason.   Don't underestimate Amit Shah.   IntegratedJammuandKashmir",[],[],[],3,10,42,"['#article370', '#integratedjammuandkashmir']",[],https://twitter.com/kesar_akankasha/status/1163548612225191936,False,,0,,"{'tones': [{'score': 0.921261, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798695, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
100,30211,1158843376004939785,1158843376004939785,1565124765000,2019-08-06,13:52:45,PDT,47359542.0,legalkant,Ravi Kant - रवि कांत,,Poland is a non-permanent member of the UN Security Council and the current president of the council   Article370 Jammu Kashmir https://twitter.com/PolandMFA/status/1158824995289817090 …,[],['https://twitter.com/PolandMFA/status/1158824995289817090'],[],0,0,1,"['#poland', '#article370', '#jammu', '#kashmir']",[],https://twitter.com/LegalKant/status/1158843376004939785,False,https://twitter.com/PolandMFA/status/1158824995289817090,0,,{'tones': []}
101,14748,1160104800010276864,1160104800010276864,1565425512000,2019-08-10,1:25:12,PDT,1956324026.0,kameshvyas,Kamesh Vyas,,Fake story by ReutersIndia PMOIndia Article370 Kashmir https://twitter.com/ReutersIndia/status/1159889608676712448 …,"['reutersindia', 'pmoindia']",['https://twitter.com/ReutersIndia/status/1159889608676712448'],[],0,0,0,"['#article370', '#kashmir']",[],https://twitter.com/KameshVyas/status/1160104800010276864,False,https://twitter.com/ReutersIndia/status/1159889608676712448,0,,"{'tones': [{'score': 0.621072, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}"
102,15123,1160071007299760128,1160071007299760128,1565417455000,2019-08-09,23:10:55,PDT,1.036629328761516e+18,srkumar_07,Ram,,BrutIndia are you only supposed to show one sided views on this topic. Since the scraping of Article370 it is only showing content opposing it.  BrutIndia should be ashamed of itself as it is a propagandist media house and only spread it's propaganda against the government.... https://twitter.com/BrutIndia/status/1160053158850244608 …,['brutindia'],['https://twitter.com/BrutIndia/status/1160053158850244608'],[],0,0,0,['#article370'],[],https://twitter.com/srkumar_07/status/1160071007299760128,False,https://twitter.com/BrutIndia/status/1160053158850244608,0,,"{'tones': [{'score': 0.785847, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.664175, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
103,318,1163639115721527296,1163639115721527296,1566268159000,2019-08-19,19:29:19,PDT,7.350730312576205e+17,ommcomnews,Ommcom News,,JammuKashmir has been under unprecedented security ever since revocation of Article370  https://bit.ly/2Z9y0Rh  World OmmcomNews,[],['https://bit.ly/2Z9y0Rh'],[],0,0,0,"['#jammukashmir', '#article370', '#world', '#ommcomnews']",[],https://twitter.com/OmmcomNews/status/1163639115721527296,False,,0,,"{'tones': [{'score': 0.901164, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
104,6534,1161677771497586690,1161677771497586690,1565800538000,2019-08-14,9:35:38,PDT,1.1508160077258259e+18,stupeedthinker,Stupeed Thinker,,"Dear so called journalist, liberals, award wapsi gangs and Shameless politicians( like RG) , Jo ukhaad na hai ukhaad lo. Modi/Shah darne walo me nehin hai, aur hum unko fully support karte hain . IndependenceDay 14AugustBlackDay Kashmir Article370",[],[],[],0,0,1,"['#independenceday', '#14augustblackday', '#kashmir', '#article370']",[],https://twitter.com/stupeedthinker/status/1161677771497586690,False,,0,,{'tones': []}
105,25008,1159157108626976768,1159129879411138560,1565199565000,2019-08-07,10:39:25,PDT,1.1125998205380077e+18,liyaqatalvi2,Liyaqat Alvi .لیاقت علوی,,"Omar OmarAbdullah Mehbooba MehboobaMufti reported to be detained at Hari Niwas Palace and sajadlone imranrezaansari at Centaur. But why? No matter what your view on Article370 how is this acceptable in a democracy, especially when you say the peace has held and no violence","['adityarajkaul', 'hussain_imtiyaz', 'omarabdullah', 'mehboobamufti', 'sajadlone', 'imranrezaansari']",[],[],0,0,0,['#article370'],[],https://twitter.com/LiyaqatAlvi2/status/1159157108626976768,False,,0,,{'tones': []}
106,6081,1161827530191642625,1161827530191642625,1565836243000,2019-08-14,19:30:43,PDT,22749722.0,srijanapiya17,Dr Srijana Mitra Das,,"PM Modi's Speech - A sharp political attack - if Article370 was so great, why didn't earlier govts make it permanent? PM now thundery with a sharp change of tone! HappyIndependenceDay",[],[],[],0,2,4,"['#modi', '#article370', '#happyindependenceday']",[],https://twitter.com/srijanapiya17/status/1161827530191642625,False,,0,,{'tones': []}
107,6400,1161699099885936647,1161699099885936647,1565805623000,2019-08-14,11:00:23,PDT,2317870683.0,ashrafmueer,Ashraf,,StandwithKashmir GoIndiaGoBack Kashmir Article370 BlackDay15August No matter what Hindia tries to do in Kashmir. We Kashmiris have not surrendered and will not surrender to the illegal occupation of Hindia. We will Rise. freekashmirfromindia,[],[],[],0,2,1,"['#standwithkashmir', '#goindiagoback', '#kashmir', '#article370', '#blackday15august', '#freekashmirfromindia']",[],https://twitter.com/ashrafmueer/status/1161699099885936647,False,,0,,"{'tones': [{'score': 0.566171, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.531174, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
108,38427,1158678397410611202,1158678397410611202,1565085431000,2019-08-06,2:57:11,PDT,7.227518688337633e+17,son_4,Kushal,,Irrespective of any religion govt should  BanAnimalKilling and take a new resolution bill should be taken into consideration asap like Article370  Saint Rampal ji maharaj  pic.twitter.com/RgVVMiw2D7,[],[],['https://pbs.twimg.com/media/EBRzt96U0AAMi9T.jpg'],0,1,1,"['#bananimalkilling', '#article370']",[],https://twitter.com/Son_4/status/1158678397410611202,False,,0,,"{'tones': [{'score': 0.515711, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
109,28071,1159019492460113920,1159019492460113920,1565166755000,2019-08-07,1:32:35,PDT,9.622505914297385e+17,nc24x7,NewsCentral24x7,,"Exclusive: ‘I Appeal To Indians, You’re Being Brainwashed, Kashmiris Are Being Demonised: Iltija Javed  In an interview with nc24x7, Javed spoke at length about Article370, her mother's detention and more. | atti_cus JammuAndKashmir  https://newscentral24x7.com/mehbooba-mufti-sana-mufti-jammu-kashmir-article-370/ … pic.twitter.com/EvPsqXkZc4","['nc24x7', 'atti_cus']",['https://newscentral24x7.com/mehbooba-mufti-sana-mufti-jammu-kashmir-article-370/'],['https://pbs.twimg.com/media/EBWqFhNXkAASdCp.jpg'],0,5,5,"['#article370', '#jammuandkashmir']",[],https://twitter.com/nc24x7/status/1159019492460113920,False,,0,,{'tones': []}
110,3612,1162406767789137930,1162406767789137930,1565974344000,2019-08-16,9:52:24,PDT,1.0631625275996242e+18,kirantishapand1,Kirantisha Pandit,,Brilliant statement by India's envoy to UN AkbaruddinIndia after UNSC meeting.Matters of Article370  are internal in India....,['akbaruddinindia'],[],[],0,1,2,"['#un', '#article370', '#india']",[],https://twitter.com/kirantishapand1/status/1162406767789137930,False,,0,,"{'tones': [{'score': 0.691622, 'tone_id': 'joy', 'tone_name': 'Joy'}]}"
111,1932,1162986801746726912,1162986801746726912,1566112635000,2019-08-18,0:17:15,PDT,1.1586292787511828e+18,16_anup,Anup Chavan,,Small-minded people of India are overjoyed at the thought of owning 'fair skinned girls' and 'plots' in JammuAndKashmir! Little they know the aftermath of this fantasy! Abrogation of Article370 will destroy environment of kashmir!    https://www.opednews.com/articles/1/Kashmir-The-Fight-for-the-by-Wayne-Madsen-Argentina_Chile_China_Climate-190816-665.html …,[],['https://www.opednews.com/articles/1/Kashmir-The-Fight-for-the-by-Wayne-Madsen-Argentina_Chile_China_Climate-190816-665.html'],[],1,0,0,"['#jammuandkashmir', '#article370']",[],https://twitter.com/16_anup/status/1162986801746726912,False,,0,,"{'tones': [{'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
112,7717,1161388284641198080,1161388284641198080,1565731519000,2019-08-13,14:25:19,PDT,9.970831129819379e+17,avis_sahith,The_Questioner,,Everyone is busy regarding article370 things. Yeah! Govt. did good job nd that thing is done. Now India get back onto real problems. manufacturingsector n other sectors r all time low. Already unemployment is high. Ask government nd media to focus on real issues now.,[],[],[],0,0,0,"['#article370', '#india', '#manufacturingsector', '#unemployment', '#government', '#media']",[],https://twitter.com/Avis_Sahith/status/1161388284641198080,False,,0,,"{'tones': [{'score': 0.578283, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.542176, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.919583, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
113,46238,1158541221289058304,1158541221289058304,1565052726000,2019-08-05,17:52:06,PDT,256100221.0,tarotinseeya,Inseeya,,tarot Article370 Article370revoked Thankyou pic.twitter.com/LVY93qa5oK,['tarot'],[],['https://pbs.twimg.com/media/EBP3GM3UcAAFNA0.jpg'],0,0,0,"['#article370', '#article370revoked']",[],https://twitter.com/TarotInseeya/status/1158541221289058304,False,,0,,"{'tones': [{'score': 0.733375, 'tone_id': 'joy', 'tone_name': 'Joy'}]}"
114,17087,1159780763333611522,1159744728864133120,1565348256000,2019-08-09,3:57:36,PDT,351433897.0,sdattanayak,Sunil Nayak⏺🇮🇳,,we all Indian knows NDTV is mouth of Pakistan.I never hesitate that NDTV is an anti India Pakistan Media . Who all are agree with me ?? biasednews Article370,['ndtv'],[],[],0,0,0,"['#biasednews', '#article370']",[],https://twitter.com/sdattanayak/status/1159780763333611522,False,,0,,"{'tones': [{'score': 0.939384, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
115,29542,1158943267142209537,1158943267142209537,1565148581000,2019-08-06,20:29:41,PDT,392788084.0,zebadhada,Zeba Dhada,,If you have some power your JOB is to empower someone else! The function of freedom is to free someone else!  Simple as that !!!! article370 Constitutionalduties calmandnotchaos,[],[],[],0,0,1,"['#article370', '#constitutionalduties', '#calmandnotchaos']",[],https://twitter.com/ZebaDhada/status/1158943267142209537,False,,0,,"{'tones': [{'score': 0.722124, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.83535, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.983475, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
116,1431,1163122882211266560,1163122882211266560,1566145079000,2019-08-18,9:17:59,PDT,114824511.0,mahima128,mahima sharma,,The Paradox 🤣🤣🤣 Article370 Article370Scrapped PakistanTerrorState KashmirIssue pic.twitter.com/DJxLgg5Hiq,[],[],['https://pbs.twimg.com/media/ECQ-Fz2UwAA8uGm.jpg'],0,0,0,"['#article370', '#article370scrapped', '#pakistanterrorstate', '#kashmirissue']",[],https://twitter.com/mahima128/status/1163122882211266560,False,,0,,{'tones': []}
117,1700,1163052314006974464,1163052314006974464,1566128254000,2019-08-18,4:37:34,PDT,2279058084.0,alokranjan02,Alok Ranjan 🇮🇳,,"PoKHamaraHai Article370 Article35A Leaders (Pseudos) of Kashmir are now playing vidoes games and some are praying to god bcoz ab karne to kya bacha, na aag lagi na pani bacha  Before famous agenda was to divide people on the communal line but now the peoples stands united ",[],[],[],0,0,0,"['#pokhamarahai', '#article370', '#article35a']",[],https://twitter.com/alokranjan02/status/1163052314006974464,False,,0,,{'tones': []}
118,29907,1158909519012909056,1158909519012909056,1565140535000,2019-08-06,18:15:35,PDT,2959923234.0,iamrajeshvemuri,Rajesh Vemuri,,Is this a warning or sharing his intelligence?? JammuAndKashmir Article370  https://twitter.com/timesofindia/status/1158751817867513856 …,[],['https://twitter.com/timesofindia/status/1158751817867513856'],[],0,0,0,"['#jammuandkashmir', '#article370']",[],https://twitter.com/iamrajeshvemuri/status/1158909519012909056,False,https://twitter.com/timesofindia/status/1158751817867513856,0,,"{'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
119,17127,1159777477150986241,1159777477150986241,1565347472000,2019-08-09,3:44:32,PDT,2171594228.0,narain41,Devendra Narain,,"A million dollar question  In the event of armed conflict between India and Pakistan on Kashmirissue, will Congress and other opponents of abolition of  Article370 support Pakistan’s stand?",[],[],[],0,1,0,"['#kashmirissue', '#congress', '#article370']",[],https://twitter.com/narain41/status/1159777477150986241,False,,0,,{'tones': []}
120,37690,1158689211014438916,1158645094976651265,1565088009000,2019-08-06,3:40:09,PDT,2519690888.0,savitha_rao,#IndiaFirst 🇮🇳,,Share this with the grand daughter of the man who was Home Minister when  the genocide of Kashmiri Hindus took place.   May be she does not give a damn about the other communities.  Tell her nonetheless.   Article370  pic.twitter.com/eb45lSv003,['zainabsikander'],[],['https://pbs.twimg.com/media/EBR9r79XYAERfAx.jpg'],2,22,98,['#article370'],[],https://twitter.com/savitha_rao/status/1158689211014438916,False,,0,,"{'tones': [{'score': 0.534218, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.833659, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
121,13233,1160401429602848768,1160401429602848768,1565496234000,2019-08-10,21:03:54,PDT,192973066.0,sameergojwari,Sameer Gojwari سمیر گوجواری,,"Says yogital from ground zero and Indian media is like people are serving biryani to each other.  I can't blame outsiders, our own administration is tweeting about the peaceful atmosphere of the region KashmirUnderThreat Article370 Kashmir  Thanks yogital for showing truth https://twitter.com/yogital/status/1160148065472385024 …",['yogital'],['https://twitter.com/yogital/status/1160148065472385024'],[],0,0,0,"['#kashmirunderthreat', '#article370', '#kashmir']",[],https://twitter.com/SameerGojwari/status/1160401429602848768,False,https://twitter.com/yogital/status/1160148065472385024,0,,{'tones': []}
122,28019,1159021563229790208,1159021563229790208,1565167248000,2019-08-07,1:40:48,PDT,46782658.0,chirublue,Chiranjeevi 🇮🇳,,Shame on those trying to spread fear & hatred with false stories of a “genocide” taking place in Kashmir.   Article370 Article370Scrapped KashmirIntegrated KashmirBleeds? NO! https://twitter.com/AdityaRajKaul/status/1158973120625049600 …,[],['https://twitter.com/AdityaRajKaul/status/1158973120625049600'],[],0,0,0,"['#article370', '#article370scrapped', '#kashmirintegrated', '#kashmirbleeds']",[],https://twitter.com/chirublue/status/1159021563229790208,False,https://twitter.com/AdityaRajKaul/status/1158973120625049600,0,,"{'tones': [{'score': 0.601405, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.664175, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
123,9880,1160936156927684609,1160936156927684609,1565623723000,2019-08-12,8:28:43,PDT,9.708717166741176e+17,abhishekjha157,Abhishek Jha,,DrSJaishankar tells WangYi   -on Article370:   An internal matter for India. Issue related to changes in a temporary provision of the Constitution of India and was the sole prerogative of the country.   https://www.mea.gov.in/press-releases.htm?dtl/31727/Visit_of_the_External_Affairs_Minister_to_Beijing_August_12_2019 …,['drsjaishankar'],['https://www.mea.gov.in/press-releases.htm?dtl/31727/Visit_of_the_External_Affairs_Minister_to_Beijing_August_12_2019'],[],1,0,0,"['#wangyi', '#article370']",[],https://twitter.com/abhishekjha157/status/1160936156927684609,False,,0,,"{'tones': [{'score': 0.880351, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798695, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
124,31779,1158782238663692288,1158782238663692288,1565110189000,2019-08-06,9:49:49,PDT,205134726.0,rameshettee,Chowkidar Ramesh Shetty,,AjitDovalFans आपको नमन करते हुए Thank You for your selfless Contributions in all Article370 KashmirMeinTiranga OneNationOneLaw YehDilMaangeMore AmitShahOffice Salutations pic.twitter.com/C40D5ttrWu,"['ajitdovalfans', 'amitshahoffice']",[],['https://pbs.twimg.com/media/EBTSRluUwAEcVC9.jpg'],0,0,0,"['#article370', '#kashmirmeintiranga', '#onenationonelaw', '#yehdilmaangemore']",[],https://twitter.com/rameshettee/status/1158782238663692288,False,,0,,"{'tones': [{'score': 0.58257, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
125,32410,1158768853419286528,1158768853419286528,1565106998000,2019-08-06,8:56:38,PDT,8.424030642754519e+17,rggandhekar,R.G.Gandhekar,,narendramodi_in PMOIndia AmitShah rsprasad nsitharaman SushmaSwaraj Article370 KashmirMeinTiranga KashmirHamaraHai Article370Scrapped   Congratulations and A big salute. pic.twitter.com/PjOucXSLR5,"['narendramodi_in', 'pmoindia', 'amitshah', 'rsprasad', 'nsitharaman', 'sushmaswaraj']",[],['https://pbs.twimg.com/media/EBTGHcGWsAAkIqD.jpg'],0,0,0,"['#article370', '#kashmirmeintiranga', '#kashmirhamarahai', '#article370scrapped']",[],https://twitter.com/RGGandhekar/status/1158768853419286528,False,,0,,"{'tones': [{'score': 0.524273, 'tone_id': 'joy', 'tone_name': 'Joy'}]}"
126,7640,1161461399739961344,1161461399739961344,1565748951000,2019-08-13,19:15:51,PDT,85050128.0,aroorprashanth,Prashanth Rao Aroor,,"By not backing the national imperative  on complete integration of Kashmir with the rest and of India, via abrogation of Article370, the opposition has embarrassed the country and them selves. Opposition at all cost is anti national.Fake news is a crime narendramodi AmitShah","['narendramodi', 'amitshah']",[],[],0,0,0,"['#kashmir', '#article370']",[],https://twitter.com/aroorprashanth/status/1161461399739961344,False,,0,,"{'tones': [{'score': 0.588971, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.585508, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.808712, 'tone_id': 'confident', 'tone_name': 'Confident'}]}"
127,1685,1163055375303630848,1163041175965560832,1566128984000,2019-08-18,4:49:44,PDT,268201193.0,deccanherald,Deccan Herald,,"Thousands of people have been detained in Indian Kashmir over fears of unrest since New Delhi stripped the restive region of its autonomy two weeks ago, government sources said.  JammuandKashmir Article370","['imrankhanpti', 'rssorg']",[],[],1,0,0,"['#jammuandkashmir', '#article370']",[],https://twitter.com/DeccanHerald/status/1163055375303630848,False,,0,,"{'tones': [{'score': 0.578865, 'tone_id': 'fear', 'tone_name': 'Fear'}]}"
128,15920,1159894088797151238,1159894088797151238,1565375275000,2019-08-09,11:27:55,PDT,173836143.0,vh1ne,व्यंकपुराण 📖,,Pakistan is not happy after India scrapped 'Article370' from their own Kashmir state.  Just like my neighbour is not happy after I discontinued my own WIFI connection.  JammuAndKashmir Article35A,[],[],[],0,1,1,"['#pakistan', '#india', '#article370', '#kashmir', '#jammuandkashmir', '#article35a']",[],https://twitter.com/vh1ne/status/1159894088797151238,False,,0,,"{'tones': [{'score': 0.516482, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.908434, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}"
129,1186,1163298863588900864,1163298863588900864,1566187036000,2019-08-18,20:57:16,PDT,2602090934.0,colibriroja,conejitaloca3087,,kashmir humanrights article370 The Wire: Shehla Rashid's Allegations on Kashmir 'Baseless': Indian Army.  https://thewire-in.cdn.ampproject.org/c/s/thewire.in/security/shehla-rashids-allegations-on-kashmir-baseless-indian-army/amp/ …  via GoogleNews,['googlenews'],['https://thewire-in.cdn.ampproject.org/c/s/thewire.in/security/shehla-rashids-allegations-on-kashmir-baseless-indian-army/amp/'],[],0,1,0,"['#kashmir', '#humanrights', '#article370']",[],https://twitter.com/colibriroja/status/1163298863588900864,False,,0,,{'tones': []}
130,5743,1161883432743391233,1161883432743391233,1565849571000,2019-08-14,23:12:51,PDT,1.0957572201622733e+18,justabhijit4u,Abhijit | अभिजीत,,A short but cheerful message by RudraVS on UnitedBharat 's first IndependenceDay. Bcoz of the able leadership of our narendramodi_in & AmitShah Article370 Article370 and 35A are histories now. JaiHind JaiBharat Aabhas24 https://b34fw.1jl.info/,"['rudravs', 'narendramodi_in', 'amitshah', 'aabhas24']",['https://b34fw.1jl.info/'],[],0,3,7,"['#unitedbharat', '#independenceday', '#article370', '#35a', '#jaihind', '#jaibharat']",[],https://twitter.com/JustAbhijit4U/status/1161883432743391233,False,,0,,"{'tones': [{'score': 0.707188, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.707538, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}"
131,11609,1160592179296739333,1160585568750731267,1565541712000,2019-08-11,9:41:52,PDT,589558016.0,meyogesh77,Yogesh Kumar,,After Article370 next is Balochistan,['majorgauravarya'],[],[],1,0,0,"['#article370', '#balochistan']",[],https://twitter.com/meyogesh77/status/1160592179296739333,False,,0,,{'tones': []}
